orginal_tree_names,names_to_use,status,accepted_names,SporeType,Motility,phylum,class,order,family,genus,Life_style,trophicMode,guild,simpleFunct,SporeVolume,spore_length,spore_width,SporeArea,Q_ratio,Number_of_guilds,information,X,X.1,X.2,solving
Hygrophorus russula,Hygrophorus russula,ACCEPTED,Hygrophorus russula,Meiospores,,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,6.75,4,NA,NA,NA,https://www.mushroomexpert.com/hygrophorus_russula.html,,,,Hygrophorus russula_6.75_4
Hygrophorus russula,Hygrophorus russula,SYNONYM,Hygrophorus russula,Meiospores,,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,6.75,4,NA,NA,NA,https://www.mushroomexpert.com/hygrophorus_russula.html,,,,Hygrophorus russula_6.75_4
Hymenopellis chiangmaiae,Hymenopellis chiangmaiae,SYNONYM,Hymenopellis raphanipes,Meiospores,,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Hymenopellis,AFree living,Saprotroph,Undefined Saprotroph,Saprotroph,NA,16,11.5,NA,NA,NA,What is the radicate Oudemansiella cultivated in China?,,,,Hymenopellis chiangmaiae_16_11.5
Hymenopellis chiangmaiae,Hymenopellis raphanipes,SYNONYM,NA,Meiospores,,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Hymenopellis,AFree living,Saprotroph,Undefined Saprotroph,Saprotroph,NA,16,11.5,NA,NA,NA,What is the radicate Oudemansiella cultivated in China?,,,,Hymenopellis chiangmaiae_16_11.5
Hymenopellis radicata,Hymenopellis radicata,ACCEPTED,Hymenopellis radicata,Meiospores,,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Hymenopellis,AFree living,Saprotroph,Undefined Saprotroph,Saprotroph,NA,15.5,11,NA,NA,NA,"Hymenopellis radicata (Relhan) R.H. Petersen is a representative saprobic species that degrades buried wood in deciduous boreal forests (mainly from beech and oak trees) of temperate regions. It is characterize by its gelatinized rugose pileus and long stipe with a radicant part growing under the soil surface, forming mycelial cords to degrade dead and buried wood of stumps and roots. Based on molecular analysis (Matheny et al., 2006), this fungus is included in the Marasmioid clade and Physalacriaceae family. The latter family includes not only wood decomposers, such as Oudemansiella mucida (to be sequenced in JGI CSP-1609), but other buried-wood degraders such as the widespread edible species Flammulina velutipes (called “enoki mushrooms”) and Strobilurus esculentus, which typically degrade buried cones of Picea sp. (also to be sequenced in JGI CSP-1609). Other members of the Marasmioid clade, such as Gymnopus luxurians (Omphalotaceae family) whose genome is available at JGI, also grows on partially-degraded and buried wood. Species growing on this particular lignocellulosic substrate that is buried in soil, have been reported to cause a nonspecific type of rot (Dix and Webster, 1995). Furthermore, differences in fungal diversity between aerial and buried parts of wood were reported (Carruthers and Rayner, 1979). Colonization of aerial parts of fallen wood is mainly initiated by airborne spores of wood-decomposing Polyporales, whilst buried wood parts (that are in contact with soil), are usually colonized by mycelial cords or rhizhomorphs, more frequently found in Agaricales. A classification of different wood colonization strategies by fungi was reported (Coates and Rayner, 1985) in which a specific group was recognized including cord-forming basidiomycetes that colonize buried wood. Interestingly, differences in lignin degradation and oxidoreductases secretion patterns were reported between wood (including buried wood) and leaf litter decomposers (Liers et al., 2011). In a similar way, different oxidoreductase secretion patterns have been observed in plate cultures, which were suggested to correlate with colonization strategies of different ecophysiological groups of white rot fungi (Barrasa et al., 2014). The sequencing of H. radicata genome will improve our knowledge on the enzymatic machinery used by the ecophysiological group of fungi (Agaricales) growing on buried and partially-decayed wood, which could be useful for transformation of different types of plant biomass in lignocellulose biorefineries. ; Barrasa, J.M., Blanco, M.N., Esteve-Raventós, F., Altés, A., Checa, J., Martínez, A.T. and Ruiz-Dueñas, F.J. (2014). Wood and humus decay strategies by white-rot basidiomycetes correlate with two different dye decolorization and enzyme secretion patterns on agar plates. Fungal Genetics and Biology 72, 106-114. ; Carruthers, S.M. and Rayner, A.D.M., 1979. Fungal communities in decaying hardwoods branches. Trans. Brit. Mycol. Soc., 72, 283-289. Coates, D. and Rayner, A.D.M., 1985. Fungal population and community development in cut beech logs. III: Spatial dynamics, interactions and strategies. New Phytologist 101,183-198. ; Dix, N.J., Webster, J., 1995. Fungal ecology. Chapman and Hall, London. ; Liers, C., Arnstadt, T., Ulrich, R., Hofrichter, M. 2011. Patterns of lignin degradation and oxidative enzyme secretion by different wood- and litter-colonizing basidiomycetes and ascomycetes grown on beech-wood. FEMS Microbiol. Ecol. 78, 91-102. ; Matheny, P.B., Curtis, J.M., Hofstetter, V., Aime, M.C., Moncalvo, J.M., Ge, Z.W., Yang, Z.L., Slot, J.C., Ammirati, J.F., Baroni, T.J., Bougher, N.L., Hughes, K.W., Lodge, D.J., Kerrigan, R.W., Seidl, M.T., Aanen, D.K., DeNitis, M., Daniele, G.M., Desjardin, D.E., Kropp, B.R., Norvell, L.L., Parker, A., Vellinga, E.C., Vilgalys, R., Hibbett, D.S., 2006. Major clades of Agaricales: a multilocus phylogenetic overview. Mycologia 98, 982-995.",https://www.mushroomexpert.com/hymenopellis_incognita.html,,,Hymenopellis radicata_15.5_11
Hymenoscyphus fraxineus,Hymenoscyphus fraxineus,ACCEPTED,Hymenoscyphus fraxineus,Mitospores,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Facultative association,Pathotroph,Plant_Pathogen,Plant Pathogen undefined,NA,3,2.25,NA,NA,NA,https://www.cabi.org/isc/datasheet/108083,,,,Hymenoscyphus fraxineus_3_2.25
Hymenoscyphus fraxineus,Hymenoscyphus fraxineus,ACCEPTED,Hymenoscyphus fraxineus,Meiospores,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Facultative association,Pathotroph,Plant_Pathogen,Plant Pathogen undefined,NA,15,4.25,NA,NA,NA,https://www.cabi.org/isc/datasheet/108083,,,,Hymenoscyphus fraxineus_15_4.25
Hymenoscyphus fructigenus,Hymenoscyphus fructigenus,ACCEPTED,Hymenoscyphus fructigenus,NA,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Hymenoscyphus fructigenus_NA_NA
Hymenoscyphus fructigenus,Hymenoscyphus fructigenus,SYNONYM,Hymenoscyphus fructigenus,NA,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Hymenoscyphus fructigenus_NA_NA
Hymenoscyphus infarciens,Hymenoscyphus infarciens,ACCEPTED,Hymenoscyphus infarciens,NA,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Hymenoscyphus infarciens_NA_NA
Hymenoscyphus linearis,Hymenoscyphus linearis,ACCEPTED,Hymenoscyphus linearis,Mitospores,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Facultative association,Unknown,Plant_associated,Unknown,NA,3.6,2.3,46.67621285,3.369047619,NA,https://link.springer.com/article/10.1007/s11557-015-1041-3,Hymenoscyphus linearis sp. nov: another close relative of the ash dieback pathogen H. fraxineus,,,Hymenoscyphus linearis_14.15_4.2
Hymenoscyphus linearis,Hymenoscyphus linearis,ACCEPTED,Hymenoscyphus linearis,Meiospores,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Facultative association,Unknown,Plant_associated,Unknown,NA,14.15,4.2,46.67621285,3.369047619,NA,https://link.springer.com/article/10.1007/s11557-015-1041-3,Hymenoscyphus linearis sp. nov: another close relative of the ash dieback pathogen H. fraxineus,,,Hymenoscyphus linearis_14.15_4.2
Hymenoscyphus repandus,Hymenoscyphus repandus,ACCEPTED,Hymenoscyphus repandus,NA,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Hymenoscyphus repandus_NA_NA
Hymenoscyphus salicellus,Hymenoscyphus salicellus,ACCEPTED,Hymenoscyphus salicellus,NA,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Hymenoscyphus salicellus_NA_NA
Hymenoscyphus scutula,Hymenoscyphus scutula,ACCEPTED,Hymenoscyphus scutula,NA,,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Hymenoscyphus scutula_NA_NA
Hypholoma sublateritium,Hypholoma sublateritium,SYNONYM,Hypholoma lateritium,Meiospores,,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,AFree living,Saprotroph,Wood_Saprotroph,Saprotroph,NA,6.5,3.5,NA,NA,NA,"This genome was sequenced as a part of the large-scale multi-genome JGI CSP Saprotrophic Agaricomycotina Project (SAP), which focuses on the diversity and evolution of decay mechanisms, organismal phylogenetic relationships, and developmental evolution. A large collaborative effort led by PI of this project, David Hibbett (Clark University) aims for master publication(s) of the SAP data analysis. Researchers who wish to publish analyses using data from unpublished SAP genomes are respectfully required to contact the PI and JGI to avoid potential conflicts on data use and coordinate other publications with the SAP master paper(s). ; Hypholoma sublateritium (the brick cap) is a widely distributed mushroom and it can be found growing on hardwood trunks in the fall. This wood-decay fungus is receiving increasing attention from commercial growers because it is usually considered edible and is suited for cultivation. Hypholoma sublateritium is a close relative of Stropharia rugosoannulata (the wine cap) in the Strophariaceae (Agaricales), which is also grown for food production. Like many other saprotrophic fungi in the Agaricomycotina, Hypholoma sublateritium has been scrutinized for pharmacologically active compounds that are of general interest. For example, clavaric acid isolated from H. sublateritium is known to be a potent anti-tumor agent. The genome project of H. sublateritium will provide considerable insight into the biosynthesis of economically important secondary metabolites that are relevant to medical research.",https://www.mushroomexpert.com/hypholoma_sublateritium.html,,,Hypholoma sublateritium_6.5_3.5
Hypholoma sublateritium,Hypholoma lateritium,SYNONYM,NA,Meiospores,,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hypholoma,AFree living,Saprotroph,Undefined Saprotroph,Saprotroph,NA,7,3.8,20.89159115,1.842105263,1,"This genome was sequenced as a part of the large-scale multi-genome JGI CSP Saprotrophic Agaricomycotina Project (SAP), which focuses on the diversity and evolution of decay mechanisms, organismal phylogenetic relationships, and developmental evolution. A large collaborative effort led by PI of this project, David Hibbett (Clark University) aims for master publication(s) of the SAP data analysis. Researchers who wish to publish analyses using data from unpublished SAP genomes are respectfully required to contact the PI and JGI to avoid potential conflicts on data use and coordinate other publications with the SAP master paper(s). ; Hypholoma sublateritium (the brick cap) is a widely distributed mushroom and it can be found growing on hardwood trunks in the fall. This wood-decay fungus is receiving increasing attention from commercial growers because it is usually considered edible and is suited for cultivation. Hypholoma sublateritium is a close relative of Stropharia rugosoannulata (the wine cap) in the Strophariaceae (Agaricales), which is also grown for food production. Like many other saprotrophic fungi in the Agaricomycotina, Hypholoma sublateritium has been scrutinized for pharmacologically active compounds that are of general interest. For example, clavaric acid isolated from H. sublateritium is known to be a potent anti-tumor agent. The genome project of H. sublateritium will provide considerable insight into the biosynthesis of economically important secondary metabolites that are relevant to medical research.",,,,Hypholoma sublateritium_7_3.8
